10363576	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363582	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363573	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363575	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363574	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363579	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363580	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363578	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363581	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363577	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363586	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363583	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363587	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363589	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363584	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363588	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363585	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363592	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363590	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10363593	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363591	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363596	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363594	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363597	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363595	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363599	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363602	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363598	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363600	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363601	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363604	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363607	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363605	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363606	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363608	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10363609	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367462	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367463	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367465	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367471	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367468	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367470	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367464	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367467	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367469	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367466	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367472	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367473	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367475	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367476	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367474	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367478	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367480	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367477	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367479	milou	CANCELLED	alneberg	b2010008	'snakemake_bowtie2_map_large'	.	00:00:00	not_run	16	.	.	.
10367482	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367481	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367485	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367483	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367486	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367487	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367490	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367488	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367489	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367484	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367491	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367492	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367494	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367493	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367496	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367497	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367495	milou	CANCELLED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	.	00:00:00	not_run	0	.	.	.
10367500	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:20:43	00:00:41	.	16	2.5	.	m196	.
10367499	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:20:43	00:00:41	.	16	2.7	.	m195	.
10367516	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:20:47	00:00:34	.	16	3.6	.	m166	.
10367515	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:20:47	00:00:34	.	16	3.3	.	m165	.
10367512	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:36	00:01:23	.	16	1.2	.	m161	.
10367507	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:36	00:01:23	.	16	1.2	.	m208	.
10367514	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:36	00:01:23	.	16	1.2	.	m164	.
10367501	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:36	00:01:34	.	16	3.5	.	m197	.
10367508	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:36	00:01:23	.	16	1.1	.	m157	.
10367510	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:36	00:01:23	.	16	1.1	.	m159	.
10367506	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:36	00:01:23	.	16	1.1	.	m207	.
10367504	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:36	00:01:23	.	16	1.1	.	m204	.
10367502	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:36	00:01:34	.	16	3.4	.	m199	.
10367505	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:37	00:01:24	.	16	1.1	.	m205	.
10367509	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:37	00:01:24	.	16	1.1	.	m158	.
10367511	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:37	00:01:24	.	16	1.1	.	m160	.
10367513	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:37	00:01:24	.	16	1.1	.	m163	.
10367503	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T09:21:39	00:01:26	.	16	1.1	.	m203	.
10367530	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:23:15	00:02:02	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367530
10367520	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:23:15	00:02:02	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m162	/sw/share/slurm/milou/uppmax_jobstats/m162/10367520
10367524	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:23:16	00:02:03	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m162	/sw/share/slurm/milou/uppmax_jobstats/m162/10367524
10367523	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:23:16	00:02:03	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m162	/sw/share/slurm/milou/uppmax_jobstats/m162/10367523
10367527	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:15	00:02:02	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367527
10367526	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:15	00:02:02	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367526
10367525	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:15	00:02:02	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367525
10367533	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:16	00:02:03	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367533
10367521	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:16	00:02:03	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367521
10367529	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:16	00:02:03	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367529
10367534	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:16	00:02:03	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367534
10367531	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:16	00:02:03	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367531
10367532	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:16	00:02:03	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367532
10367528	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:16	00:02:03	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367528
10367517	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:16	00:02:03	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367517
10367518	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:16	00:02:03	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367518
10367519	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:17	00:02:04	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367519
10367522	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T09:24:17	00:02:04	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:1:0	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/10367522
10367546	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T10:12:02	00:41:57	.	16	32.4	16	m199	/sw/share/slurm/milou/uppmax_jobstats/m199/10367546
10367571	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T10:12:33	00:00:03	.	1	0.0	.	m156	.
10367558	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T10:12:50	00:42:37	.	16	32.3	16	m165	/sw/share/slurm/milou/uppmax_jobstats/m165/10367558
10367578	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T10:13:15	00:00:01	.	1	0.0	.	m156	.
10367555	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_map_large'	2017-05-23T10:15:51	00:45:38	.	16	32.4	16	m161	/sw/share/slurm/milou/uppmax_jobstats/m161/10367555
10367566	milou	COMPLETED	alneberg	b2010008	'snakemake_sample_merge_no_rmdup'	2017-05-23T10:16:23	00:00:10	.	1	0.0	.	m156	.
